projname,landmark,projcode,statecode,distcode,blkcode,projtype,isgeotagged,loc_geom,last_updated_by_x,last_updated_on_x,id_x,projstatus_x,oldprojcode,proj_seq,cb_type,ru_type,ot_type,recent_sts_id,Unnamed: 19,Unnamed: 20,id_y,photo1,loc_geom1,photo1_time,photo2,loc_geom2,photo2_time,projstatus_y,surveyor_cmnt,obs_date,obs_by,approved,approver_cmnt,approved_by,approved_on,last_updated_by_y,last_updated_on_y,longitude1,latitude1,longitude2,latitude2,accuracy1,accuracy2,surveyor_name,approver_name,ai_review,ai_reasoning,ai_status,time_check
Repair and renovation work of judicial officers residences at Circuit House Meerut,circuit house,UP1690002,UP,169,,CMP,True,0101000020E6100000DD860783216E53400B6B195F6AFC3C40,supmeerut,2022-07-06 09:40:50.303197,1776,100,,2,False,True,True,5355,,,2622,../photos/UP1690002_1594361092_p1.jpeg,0101000020E6100000DD860783216E53400B6B195F6AFC3C40,2020-07-07 11:36:20,../photos/UP1690002_1594361092_p2.jpeg,0101000020E6100000A6643909256E5340400812256BFC3C40,2020-07-07 11:38:59,90,Circuit houses,2020-07-07 11:40:57,supmeerut,False,,,,supmeerut,2020-07-10 11:34:52.346164,77.7207954,28.9859981,77.7210105,28.9860099,19.11,19.1,,,,NaN,,NaN
Repair and renovation work of judicial officers residences at Circuit House Meerut,circuit house,UP1690002,UP,169,,CMP,True,0101000020E6100000DD860783216E53400B6B195F6AFC3C40,supmeerut,2022-07-06 09:40:50.303197,1776,100,,2,False,True,True,5355,,,2797,../photos/UP1690002_1596611677_p1.jpeg,0101000020E6100000E120C610256E53408EA559EA6AFC3C40,2020-08-05 11:32:10,../photos/UP1690002_1596611677_p2.jpeg,0101000020E61000007D4A84FC226E5340360AA41F68FC3C40,2020-08-05 11:32:39,90,Circuit house boundary wall,2020-08-05 11:34:09,supmeerut,False,,,,supmeerut,2020-08-05 12:44:37.465784,77.7210123,28.9860064,77.7208854,28.9859638,20.74,32.1,,,,NaN,,NaN
Repair and renovation work of judicial officers residences at Circuit House Meerut,circuit house,UP1690002,UP,169,,CMP,True,0101000020E6100000DD860783216E53400B6B195F6AFC3C40,supmeerut,2022-07-06 09:40:50.303197,1776,100,,2,False,True,True,5355,,,3750,../photos/UP1690002_1609814909_p1.jpeg,0101000020E610000035B22B2D236E5340F10D2A1664FC3C40,2021-01-04 13:08:16,../photos/UP1690002_1609814909_p2.jpeg,0101000020E610000035B22B2D236E5340F10D2A1664FC3C40,2021-01-04 13:08:35,90,Circuit house Meerut,2021-01-04 13:08:52,supmeerut,False,,,,supmeerut,2021-01-05 08:18:29.576354,77.720897,28.9859022,77.720897,28.9859022,30.0,30.0,,,,NaN,,NaN
Repair and renovation work of judicial officers residences at Circuit House Meerut,circuit house,UP1690002,UP,169,,CMP,True,0101000020E6100000DD860783216E53400B6B195F6AFC3C40,supmeerut,2022-07-06 09:40:50.303197,1776,100,,2,False,True,True,5355,,,3901,../photos/UP1690002_1612524205_p1.jpeg,0101000020E6100000FADBF9D9236E5340FEE4396C6CFC3C40,2021-02-05 16:46:32,../photos/UP1690002_1612524205_p2.jpeg,0101000020E61000006B80D250236E5340E33F93B366FC3C40,2021-02-05 16:46:48,90,Circuit house Meerut,2021-02-05 16:46:51,supmeerut,False,,,,supmeerut,2021-02-05 16:53:26.017985,77.7209382,28.9860294,77.7209055,28.9859421,26.4,32.1,,,,NaN,,NaN
Repair and renovation work of judicial officers residences at Circuit House Meerut,circuit house,UP1690002,UP,169,,CMP,True,0101000020E6100000DD860783216E53400B6B195F6AFC3C40,supmeerut,2022-07-06 09:40:50.303197,1776,100,,2,False,True,True,5355,,,3987,../photos/UP1690002_1615016199_p1.jpeg,0101000020E61000007D4A84FC226E5340B4EF405365FC3C40,2021-03-06 12:22:50,../photos/UP1690002_1615016199_p2.jpeg,0101000020E61000007D4A84FC226E5340B4EF405365FC3C40,2021-03-06 12:23:14,90,Circuit house Meerut,2021-03-06 12:23:18,supmeerut,False,,,,supmeerut,2021-03-06 13:06:39.901307,77.7208854,28.9859211,77.7208854,28.9859211,26.4,26.4,,,,NaN,,NaN
Repair and renovation work of judicial officers residences at Circuit House Meerut,circuit house,UP1690002,UP,169,,CMP,True,0101000020E6100000DD860783216E53400B6B195F6AFC3C40,supmeerut,2022-07-06 09:40:50.303197,1776,100,,2,False,True,True,5355,,,4737,../photos/UP1690002_1628155577_p1.jpeg,0101000020E6100000FB22A12DE76F53405CD19CAB9CF43C40,2021-08-05 13:44:38,../photos/UP1690002_1628155577_p2.jpeg,0101000020E6100000FB22A12DE76F53405CD19CAB9CF43C40,2021-08-05 13:45:00,90,Circuit house Meerut,2021-08-05 13:45:19,supmeerut,False,,,,supmeerut,2021-08-05 14:56:17.171238,77.748485,28.9555156,77.748485,28.9555156,20.0,20.0,,,,NaN,,NaN
Repair and renovation work of judicial officers residences at Circuit House Meerut,circuit house,UP1690002,UP,169,,CMP,True,0101000020E6100000DD860783216E53400B6B195F6AFC3C40,supmeerut,2022-07-06 09:40:50.303197,1776,100,,2,False,True,True,5355,,,4962,../photos/UP1690002_1633760300_p1.jpeg,0101000020E61000006D020CCB1F6E5340399B8E006EFC3C40,2021-10-09 10:36:07,../photos/UP1690002_1633760300_p2.jpeg,0101000020E61000006D020CCB1F6E5340399B8E006EFC3C40,2021-10-09 10:36:24,90,Circuit house Meerut,2021-10-09 10:36:48,supmeerut,False,,,,supmeerut,2021-10-09 11:48:21.011429,77.7206905,28.9860535,77.7206905,28.9860535,24.9,24.9,,,,NaN,,NaN
Repair and renovation work of judicial officers residences at Circuit House Meerut,circuit house,UP1690002,UP,169,,CMP,True,0101000020E6100000DD860783216E53400B6B195F6AFC3C40,supmeerut,2022-07-06 09:40:50.303197,1776,100,,2,False,True,True,5355,,,5035,../photos/UP1690002_1638862915_p1.jpeg,0101000020E61000003D92DCAB206E53409376FE486CFC3C40,2021-12-04 14:38:56,../photos/UP1690002_1638862915_p2.jpeg,0101000020E61000003D92DCAB206E53409376FE486CFC3C40,2021-12-04 14:39:08,90,Circuit house Meerut,2021-12-04 14:39:30,supmeerut,False,,,,supmeerut,2021-12-07 13:11:55.899112,77.7207441,28.9860273,77.7207441,28.9860273,28.1,28.1,,,,NaN,,NaN
Repair and renovation work of judicial officers residences at Circuit House Meerut,circuit house,UP1690002,UP,169,,CMP,True,0101000020E6100000DD860783216E53400B6B195F6AFC3C40,supmeerut,2022-07-06 09:40:50.303197,1776,100,,2,False,True,True,5355,,,5083,../photos/UP1690002_1641199168_p1.jpeg,0101000020E6100000E4D64922206E53401EFF603B73FC3C40,2022-01-03 12:32:29,../photos/UP1690002_1641199168_p2.jpeg,0101000020E6100000E4D64922206E53401EFF603B73FC3C40,2022-01-03 12:32:42,90,Circuit house Meerut,2022-01-03 12:32:52,supmeerut,False,,,,supmeerut,2022-01-03 14:09:28.676795,77.7207113,28.9861333,77.7207113,28.9861333,24.35,24.35,,,,NaN,,NaN
Repair and renovation work of judicial officers residences at Circuit House Meerut,circuit house,UP1690002,UP,169,,CMP,True,0101000020E6100000DD860783216E53400B6B195F6AFC3C40,supmeerut,2022-07-06 09:40:50.303197,1776,100,,2,False,True,True,5355,,,5117,../photos/UP1690002_1646996034_p1.jpeg,0101000020E6100000BB2FC26F1E6E534054D0A39872FC3C40,2022-03-03 11:04:44,../photos/UP1690002_1646996034_p2.jpeg,0101000020E6100000BB2FC26F1E6E534054D0A39872FC3C40,2022-03-03 11:05:25,90,Circuit house Meerut,2022-03-03 11:05:55,supmeerut,False,,,,supmeerut,2022-03-11 16:23:54.196325,77.7206077,28.9861236,77.7206077,28.9861236,20.0,20.0,,,,NaN,,NaN
Repair and renovation work of judicial officers residences at Circuit House Meerut,circuit house,UP1690002,UP,169,,CMP,True,0101000020E6100000DD860783216E53400B6B195F6AFC3C40,supmeerut,2022-07-06 09:40:50.303197,1776,100,,2,False,True,True,5355,,,5123,../photos/UP1690002_1649151496_p1.jpeg,0101000020E610000084FC2257206E5340BBE93B646FFC3C40,2022-04-05 12:08:29,../photos/UP1690002_1649151496_p2.jpeg,0101000020E610000084FC2257206E5340BBE93B646FFC3C40,2022-04-05 12:08:55,90,Circuit house Meerut,2022-04-05 12:09:26,supmeerut,False,,,,supmeerut,2022-04-05 15:08:16.879442,77.7207239,28.9860747,77.7207239,28.9860747,20.0,20.0,,,,NaN,,NaN
Repair and renovation work of judicial officers residences at Circuit House Meerut,circuit house,UP1690002,UP,169,,CMP,True,0101000020E6100000DD860783216E53400B6B195F6AFC3C40,supmeerut,2022-07-06 09:40:50.303197,1776,100,,2,False,True,True,5355,,,5355,../photos/UP1690002_1657080650_p1.jpeg,0101000020E6100000E4D64922206E534014ED855D6FFC3C40,2022-07-06 09:40:00,../photos/UP1690002_1657080650_p2.jpeg,0101000020E6100000E4D64922206E534014ED855D6FFC3C40,2022-07-06 09:40:19,100,Circuit house Meerut,2022-07-06 09:40:49,supmeerut,False,,,,supmeerut,2022-07-06 09:40:50.303197,77.7207113,28.9860743,77.7207113,28.9860743,23.6,23.6,,,,NaN,,NaN
Construction of 1 Court Room Gairatganj,,CBmpRAI187,MP,421,,CMP,True,0101000020E6100000610F37F15F8E53404739B95B69683740,smpraisen,2021-07-08 14:33:52.304269,216,100,CBmpRAI187,8,True,False,False,4635,,,4635,../photos/CBmpRAI187_1625735032_p1.jpeg,0101000020E61000004CF509455F8E534068CEFA9463683740,2021-07-08 14:32:46,../photos/CBmpRAI187_1625735032_p2.jpeg,0101000020E61000004CF509455F8E534068CEFA9463683740,2021-07-08 14:33:31,100,Completed Handing over paper submitted,2021-07-08 14:33:36,smpraisen,True,ok,mpraisen,2022-08-01 00:00:00,mpraisen,2022-08-01 14:40:00.184068,78.2245648,23.4077695,78.2245648,23.4077695,8.58,8.58,,Prakash Kumar Jha,,NaN,,NaN
ONE C TYPE FOUR D TYPE THREE E TYPE AND THREE F TYPE RESIDENTIAL BUILDING AT UMARIA DISTRICT UMARIA,,RUmpUMA288,MP,436,,UC,True,0101000020E6100000A91A39E23B3554409BFDA280C48A3740,smpumaria,2022-05-25 18:07:11.647195,244,90,RUmpUMA288,2,False,True,False,5198,,,4535,../photos/RUmpUMA288_1623758122_p1.jpeg,0101000020E61000000F8B074A40355440D5592DB0C78A3740,2021-06-15 17:23:02,../photos/RUmpUMA288_1623758122_p2.jpeg,0101000020E6100000FE28EACC3D35544073A895F8928A3740,2021-06-15 17:24:09,90,Revised estimate submitted for remaining work,2021-06-15 17:24:16,smpumaria,True,Revised estimate submitted for remaining work,mpumaria,2021-06-15 00:00:00,mpumaria,2021-06-15 17:38:41.269182,80.8320489,23.5421095,80.831897,23.5413051,5.57,116.1,,,,NaN,,NaN
ONE C TYPE FOUR D TYPE THREE E TYPE AND THREE F TYPE RESIDENTIAL BUILDING AT UMARIA DISTRICT UMARIA,,RUmpUMA288,MP,436,,UC,True,0101000020E6100000A91A39E23B3554409BFDA280C48A3740,smpumaria,2022-05-25 18:07:11.647195,244,90,RUmpUMA288,2,False,True,False,5198,,,5198,../photos/RUmpUMA288_1653482231_p1.jpeg,0101000020E61000006815472F34355440CB86904EB88A3740,2022-05-25 18:05:53,../photos/RUmpUMA288_1653482231_p2.jpeg,0101000020E61000006815472F34355440CB86904EB88A3740,2022-05-25 18:06:10,90,Revived estimate of amount Rs 819 lacks send to has been High court  Rivesed senction awaited,2022-05-25 18:06:42,smpumaria,True,work in progress,mpumaria,2022-12-15 00:00:00,mpumaria,2022-12-15 12:55:32.352547,80.8313101,23.5418748,80.8313101,23.5418748,3.0,3.0,,APD REWA,,NaN,,NaN
18courtroom,,CHupBHA647,UP,179,bhadohi,CMP,True,0101000020E6100000D7ACE930959D5440FAB31F29225B3940,supbhadoh,2020-06-02 17:00:24.162842,293,100,CHupBHA647,1,True,False,False,2030,,,2030,../photos/CHupBHA647_1590580885_p1.jpeg,0101000020E610000068D8DE5D9D9D54401A1C8068415B3940,2020-05-27 17:30:01,../photos/CHupBHA647_1590580885_p2.jpeg,0101000020E61000009240834D9D9D5440696913CC3D5B3940,2020-05-27 17:31:09,100,Sarpthan gyanpur,2020-05-27 17:31:15,supbhadoh,False,,,,supbhadoh,2020-05-27 17:31:25.293412,82.4627299,25.3564668,82.462726,25.3564117,6.07,6.5,,,,NaN,,NaN
07resident,,RUupBAL885,UP,127,,CMP,True,0101000020E6100000DD346C4A6889544064B213B93B663B40,supbalram,2022-07-22 12:30:23.463279,306,100,RUupBAL885,2,False,True,False,5410,,,5410,../photos/RUupBAL885_1658473223_p1.jpeg,0101000020E6100000DD346C4A6889544064B213B93B663B40,2022-07-22 12:26:20,../photos/RUupBAL885_1658473223_p2.jpeg,0101000020E6100000FA4A7BDE688954402DDED9684A663B40,2022-07-22 12:27:00,100,Handed over to judiciary department 07 residences,2022-07-22 12:27:09,supbalram,True,Work complete and handed over to client dept,upbalram,2022-07-22 00:00:00,upbalram,2022-07-22 16:46:38.606375,82.1469904,27.3993488,82.1470257,27.3995729,100.0,50.0,,,,NaN,,NaN
02resident,,RUupAMR887,UP,154,hasanpur,CMP,True,0101000020E6100000371F745C4F92534010FEEA1626BD3C40,supamroha,2022-07-21 18:30:13.922836,307,100,RUupAMR887,1,False,True,False,5400,,,5397,../photos/RUupAMR887_1658408137_p1.jpeg,0101000020E6100000774600DC51925340CDB7F41E1DBD3C40,2022-07-21 18:25:21,../photos/RUupAMR887_1658408137_p2.jpeg,0101000020E6100000774600DC51925340CDB7F41E1DBD3C40,2022-07-21 18:25:29,100,Work has been completed under final handling process,2022-07-21 18:25:32,supamroha,False,,,,supamroha,2022-07-21 18:25:37.458928,78.2862463,28.7387256,78.2862463,28.7387256,5.0,5.0,,,,NaN,,NaN
02resident,,RUupAMR887,UP,154,hasanpur,CMP,True,0101000020E6100000371F745C4F92534010FEEA1626BD3C40,supamroha,2022-07-21 18:30:13.922836,307,100,RUupAMR887,1,False,True,False,5400,,,5399,../photos/RUupAMR887_1658408395_p1.jpeg,0101000020E61000002420CB27509253404B72C0AE26BD3C40,2022-07-21 18:23:08,../photos/RUupAMR887_1658408395_p2.jpeg,0101000020E61000000CDB60F2509253406034D02115BD3C40,2022-07-21 18:24:00,100,Work has been completed under final handling process,2022-07-21 18:24:34,supamroha,False,,,,supamroha,2022-07-21 18:29:55.846661,78.2861423,28.7388715,78.2861906,28.7386037,5.0,5.0,,,,NaN,,NaN
02resident,,RUupAMR887,UP,154,hasanpur,CMP,True,0101000020E6100000371F745C4F92534010FEEA1626BD3C40,supamroha,2022-07-21 18:30:13.922836,307,100,RUupAMR887,1,False,True,False,5400,,,5400,../photos/RUupAMR887_1658408413_p1.jpeg,0101000020E61000001E49EE555092534037B5222015BD3C40,2022-07-21 18:19:28,../photos/RUupAMR887_1658408413_p2.jpeg,0101000020E6100000483BC9B150925340A103818417BD3C40,2022-07-21 18:19:51,100,Work has been completed  under final handling process,2022-07-21 18:22:13,supamroha,False,,,,supamroha,2022-07-21 18:30:13.922836,78.2861533,28.7386036,78.2861752,28.7386401,5.0,5.0,,,,NaN,,NaN
18courtroom,,CHupRAE655,UP,175,,CMP,True,0101000020E61000002A2966730B4F54400B5AED0676393A40,supraebar,2020-06-03 13:25:58.467945,302,100,CHupRAE655,1,True,False,False,2101,,,2004,../photos/CHupRAE655_1590217388_p1.jpeg,0101000020E6100000DDD50682DB4F544009D68228A93D3A40,2020-05-23 12:31:22,../photos/CHupRAE655_1590217388_p2.jpeg,0101000020E6100000CE69BBAE044F54403851A62C9E393A40,2020-05-23 12:31:39,100,18 courtroom work complete and Inventory submitted and furniture handed over,2020-05-23 12:32:54,supraebar,False,,,,supraebar,2020-05-23 12:33:08.286461,81.2477727,26.2408624,81.2346608,26.2250698,18.31,6.27,,,,NaN,,NaN
Construction of 3rd additional Civil Judge and Court hall in First floor at Kadur Town,,CHkaCHI1059,KA,532,,CMP,True,0101000020E6100000D350FE49D7005340135A7B44F11B2B40,skachikka,2021-05-31 06:50:23.273125,471,100,CHkaCHI1059,2,True,False,False,4254,,,4254,../photos/CHkaCHI1059_1622424023_p1.jpeg,0101000020E610000030DF556AD100534054EF5F0FDC1B2B40,2021-05-31 06:49:18,../photos/CHkaCHI1059_1622424023_p2.jpeg,0101000020E610000030DF556AD100534054EF5F0FDC1B2B40,2021-05-31 06:50:10,100,Work completed and hand overed,2021-05-31 06:50:18,skachikka,False,,,,skachikka,2021-05-31 06:50:23.273125,76.0127817,13.5544133,76.0127817,13.5544133,15.37,15.37,,,,NaN,,NaN
24courtroom,,CHupGOR466,UP,148,,CMP,True,0101000020E61000005CF3D064ECD754402B1050F4D3BE3A40,supgorakh,2023-12-14 11:47:33.396511,276,100,CHupGOR466,1,True,False,False,6873,,,2048,../photos/CHupGOR466_1590842074_p1.jpeg,0101000020E6100000DA7EE838EDD7544007B87B1409BF3A40,2020-05-30 18:00:03,../photos/CHupGOR466_1590842074_p2.jpeg,0101000020E6100000DA7EE838EDD7544007B87B1409BF3A40,2020-05-30 18:00:27,90,Outer Grit Plastet Work under progress,2020-05-30 18:00:38,supgorakh,False,,,,supgorakh,2020-05-30 18:04:34.693705,83.3738539,26.7462323,83.3738539,26.7462323,27.78,27.78,,,,NaN,,NaN
01familycourt,,CHupBAL883,UP,126,Ballia,CMP,True,0101000020E6100000218491A861095540404A91216CC33940,supballia,2023-12-14 12:26:08.079449,303,100,CHupBAL883,3,True,False,False,6891,,,6891,../photos/CHupBAL883_1702536968_p1.jpeg,0101000020E6100000218491A861095540404A91216CC33940,2023-12-14 12:25:53,../photos/CHupBAL883_1702536968_p2.jpeg,0101000020E6100000218491A861095540404A91216CC33940,2023-12-14 12:26:02,100,Project handover,2023-12-14 12:26:05,supballia,False,,,,supballia,2023-12-14 12:26:08.079449,84.1465856,25.7633687,84.1465856,25.7633687,21.11,21.11,,,,NaN,,NaN
10 COURT BUILDING NAGOD,,CHmpSAT498,MP,426,,CMP,True,0101000020E6100000B29B19FDE824544015D8ADAFBF8E3840,smpsatna,2021-09-17 14:27:50.129723,257,100,CHmpSAT498,8,True,False,False,4846,,,4846,../photos/CHmpSAT498_1631869070_p1.jpeg,0101000020E6100000315008D3E62454405F077360DE8E3840,2021-09-17 14:26:47,../photos/CHmpSAT498_1631869070_p2.jpeg,0101000020E6100000315008D3E62454405F077360DE8E3840,2021-09-17 14:27:30,100,Bilduing compeleted,2021-09-17 14:27:32,smpsatna,True,COMPLETED,mpsatna,2021-09-17 00:00:00,mpsatna,2021-09-17 15:02:21.747705,80.5765884,24.5580807,80.5765884,24.5580807,28.1,28.1,,APD REWA ZONE,,NaN,,NaN
14court,,CHupMEE651,UP,169,,CMP,True,0101000020E6100000B55ABB487C4A554005E09F52259A3940,supmeerut,2020-07-07 14:59:15.651172,294,100,CHupMEE651,1,True,False,False,2567,,,2566,../photos/CHupMEE651_1594113671_p1.jpeg,0101000020E6100000D6DB0B71D16D5340B6FD86E4BFFD3C40,2020-07-07 14:47:37,../photos/CHupMEE651_1594113671_p2.jpeg,0101000020E6100000904C874ECF6D53400B17A87B53FD3C40,2020-07-07 14:50:42,100,All work commitments,2020-07-07 14:51:05,supmeerut,False,,,,supmeerut,2020-07-07 14:51:11.067845,77.7159083,28.9912093,77.715778,28.9895551,20.77,26.56,,,,NaN,,NaN
14court,,CHupMEE651,UP,169,,CMP,True,0101000020E6100000B55ABB487C4A554005E09F52259A3940,supmeerut,2020-07-07 14:59:15.651172,294,100,CHupMEE651,1,True,False,False,2567,,,2567,../photos/CHupMEE651_1594114155_p1.jpeg,0101000020E6100000182DF64DD06D5340F37112EFA5FD3C40,2020-07-07 14:54:36,../photos/CHupMEE651_1594114155_p2.jpeg,0101000020E61000001DCA5015537053406D814E52AA003D40,2020-07-07 14:58:00,100,All works completed,2020-07-07 14:59:12,supmeerut,False,,,,supmeerut,2020-07-07 14:59:15.651172,77.7158389,28.9908132,77.755071,29.0025989,29.02,14.19,,,,NaN,,NaN
Construction Of Main Court Building at Medha Tal Jawli Dist Satara,,CHmhSAT907,MH,494,Jaoli,CMP,True,0101000020E61000000553286698755240933A014D84CD3140,smhsatara,2023-09-06 17:02:53.791954,326,100,CHmhSAT907,2,True,False,False,6248,,,6248,../photos/CHmhSAT907_1693999973_p1.jpeg,0101000020E6100000AF53F6A79E755240385618117BCD3140,2023-09-06 16:55:08,../photos/CHmhSAT907_1693999973_p2.jpeg,0101000020E61000003D98141F9F755240C4B6A05280CD3140,2023-09-06 17:02:20,100,Medha court building,2023-09-06 17:02:51,smhsatara,True,Approved,mhsatara,2023-09-06 00:00:00,mhsatara,2023-09-06 22:06:00.772657,73.8378086,17.8026591,73.837837,17.8027393,28.9,41.25,,,,NaN,,NaN
Construction of Residential Quarters For Civil Junior Division Judge Tal Jaoli Dist Satara,,RUmhSAT908,MH,494,Jaoli,CMP,True,0101000020E6100000D76A0F7BA1755240646C32F499CD3140,smhsatara,2023-09-06 17:08:27.348639,327,100,RUmhSAT908,3,False,True,False,6249,,,6249,../photos/RUmhSAT908_1694000307_p1.jpeg,0101000020E61000002BF63C24A1755240B88A6AB697CD3140,2023-09-06 17:06:22,../photos/RUmhSAT908_1694000307_p2.jpeg,0101000020E61000004221020EA1755240E86A2BF697CD3140,2023-09-06 17:07:40,100,Residential qtr for civil judge medha,2023-09-06 17:08:25,smhsatara,True,Approved,mhsatara,2023-09-06 00:00:00,mhsatara,2023-09-06 22:06:45.463422,73.8379603,17.8030962,73.837955,17.8031,25.54,28.1,,,,NaN,,NaN
Construction of Court Building At Patan Tal Patan Dist Satara,,CHmhSAT906,MH,494,Patan,CMP,True,0101000020E6100000E3384B24AC79524083F4B97FD1603140,smhsatara,2023-09-07 12:19:21.760425,325,100,CHmhSAT906,1,True,False,False,6251,,,6250,../photos/CHmhSAT906_1694069118_p1.jpeg,0101000020E610000087D2286EA6795240985AA5AABF603140,2023-09-07 12:13:58,../photos/CHmhSAT906_1694069118_p2.jpeg,0101000020E610000063416150A6795240303E16ECD0603140,2023-09-07 12:15:01,100,Not Any Remarks,2023-09-07 12:15:16,smhsatara,False,,,,smhsatara,2023-09-07 12:15:18.344014,73.9007831,17.3779246,73.900776,17.3781879,4.77,4.74,,,,NaN,,NaN
Construction of Court Building At Patan Tal Patan Dist Satara,,CHmhSAT906,MH,494,Patan,CMP,True,0101000020E6100000E3384B24AC79524083F4B97FD1603140,smhsatara,2023-09-07 12:19:21.760425,325,100,CHmhSAT906,1,True,False,False,6251,,,6251,../photos/CHmhSAT906_1694069361_p1.jpeg,0101000020E61000009F73B7EBA57952401766A19DD3603140,2023-09-07 12:18:17,../photos/CHmhSAT906_1694069361_p2.jpeg,0101000020E61000006F1D2D18A6795240DFDB99AECC603140,2023-09-07 12:19:00,100,Not Any Remarks,2023-09-07 12:19:20,smhsatara,False,,,,smhsatara,2023-09-07 12:19:21.760425,73.900752,17.378229,73.9007626,17.3781232,4.77,4.76,,,,NaN,,NaN
18 COURT ROOM KASGANJ,,CHupKAS650,UP,633,KASGANJ,CMP,True,0101000020E6100000A026E9503CAB5340E136E8851AD53B40,supkasgan,2023-12-06 15:56:24.175847,288,100,CHupKAS650,1,True,False,False,6730,,,2008,../photos/CHupKAS650_1590286135_p1.jpeg,0101000020E61000001518570163AB53409DE6D319CED53B40,2020-05-24 07:37:01,../photos/CHupKAS650_1590286135_p2.jpeg,0101000020E610000003C70A2362AB534093814DE7D4D53B40,2020-05-24 07:37:24,90,"18 court complete and handed over 
STP Record room racks litigant witness shed not completed",2020-05-24 07:38:47,supkasgan,False,,,,supkasgan,2020-05-24 07:38:55.162121,78.6779178,27.8351761,78.6778648,27.8352799,37.67,37.1,,,,NaN,,NaN
04courtroom,,CHupBAL882,UP,126,,CMP,True,0101000020E6100000569A94826E095540AD33BE2F2EC33940,supballia,2023-12-14 12:30:07.608892,290,100,CHupBAL882,2,True,False,False,6895,,,6895,../photos/CHupBAL882_1702537207_p1.jpeg,0101000020E6100000569A94826E095540AD33BE2F2EC33940,2023-12-14 12:29:13,../photos/CHupBAL882_1702537207_p2.jpeg,0101000020E6100000569A94826E095540AD33BE2F2EC33940,2023-12-14 12:29:23,100,Project handover,2023-12-14 12:29:27,supballia,False,,,,supballia,2023-12-14 12:30:07.608892,84.14737,25.7624235,84.14737,25.7624235,29.45,29.45,,,,NaN,,NaN
03 Courtroom nazibabad Bijnor,,CHupBIJ653,UP,132,,CMP,True,0101000020E61000008F3E41BD349553400BB20A40489D3D40,upuser,2023-12-14 16:28:44.032566,300,100,CHupBIJ653,1,True,False,False,6921,,,6921,../photos/CHupBIJ653_1702541683_p1.jpeg,0101000020E61000003B4A6FC93B9553402596EF74429D3D40,2023-12-14 13:43:46,../photos/CHupBIJ653_1702541683_p2.jpeg,0101000020E61000003B4A6FC93B9553402596EF74429D3D40,2023-12-14 13:44:10,100,Contruction completed,2023-12-14 13:44:40,supbijnor,True,Contruction completed and handover date-11 October 2021,upbijnor,2023-12-14 00:00:00,upbijnor,2023-12-14 14:43:05.325335,78.3317741,29.6142953,78.3317741,29.6142953,4.08,4.08,,,,NaN,,NaN
Construction of New Delhi District Court at Rouse Avenue DDU MARG New Delhi,,CHdlNEW439,DL,79,,CMP,True,0101000020E61000000B968F49EB4E534043B34698FDA13C40,sdlnewdel,2020-06-09 10:36:40.102004,386,100,CHdlNEW439,1,True,False,False,2156,,,2156,../photos/CHdlNEW439_1591679200_p1.jpeg,0101000020E61000009F831DB5F84E534042BA336EC5A13C40,2020-06-09 10:35:55,../photos/CHdlNEW439_1591679200_p2.jpeg,0101000020E6100000106734A8EC4E53407CCCAC4AC7A13C40,2020-06-09 10:36:18,100,Work completed  Building Inaugurated on 08042019,2020-06-09 10:36:29,sdlnewdel,False,,,,sdlnewdel,2020-06-09 10:36:40.102004,77.2339299,28.6319188,77.2331944,28.6319472,43.78,107.93,,,,NaN,,NaN
Construction of Multi level Car parking Court halls Office accommodation and Advocate Association,,CHkaBEN793,KA,525,New Building MLCP,CMP,True,0101000020E610000064F668609A655340958C52F822F02940,skabengalurb,2020-06-05 11:11:59.57292,318,100,CHkaBEN793,1,True,False,False,2126,,,2126,../photos/CHkaBEN793_1591335719_p1.jpeg,0101000020E610000064F668609A655340958C52F822F02940,2020-06-05 11:11:34,../photos/CHkaBEN793_1591335719_p2.jpeg,0101000020E610000064F668609A655340958C52F822F02940,2020-06-05 11:11:46,100,Building completed and inaugaration was done on 09-09-2019,2020-06-05 11:11:49,skabengalurb,True,Court Started functioning from 01 June 2020,kabengalurb,2020-06-15 00:00:00,kabengalurb,2020-06-15 17:27:44.935661,77.5875474,12.9690168,77.5875474,12.9690168,22.74,22.74,,Dhananjaya EE No2 Building Div,,NaN,,NaN
Const. of Residential Qtrs. for CJ&JM No.01 Alwar Type-II (RSRDC),Alwar,RJ870014,RJ,87,,UC,True,0101000020E6100000E0A3593478275340B8567BD80B8F3B40,srjalwar,2024-04-04 16:53:26.299571,2575,70,,14,False,True,False,7694,,,7694,../photos/RJ870014_1712229806_p1.jpeg,0101000020E6100000923188597927534068A2BE1BC18E3B40,2024-04-04 16:50:06,../photos/RJ870014_1712229806_p2.jpeg,0101000020E61000000923AC7C85275340EA72EF86D98E3B40,2024-04-04 16:53:08,70,Finishing work in progress,2024-04-04 16:53:23,srjalwar,False,,,,srjalwar,2024-04-04 16:53:26.299571,76.6167816,27.5576341,76.6175224,27.5580067,53.41,19.94,,,,NaN,,NaN
